name,forecaster_type,alive,town,state,year,prediction
Two Rivers Tunnel,Groundhog,TRUE,Mira,NS,2016,Late Winter
Two Rivers Tunnel,Groundhog,TRUE,Mira,NS,2015,Late Winter
Two Rivers Tunnel,Groundhog,TRUE,Mira,NS,2014,Early Spring
Two Rivers Tunnel,Groundhog,TRUE,Mira,NS,2013,Early Spring
Two Rivers Tunnel,Groundhog,TRUE,Mira,NS,2012,Early Spring
Two Rivers Tunnel,Groundhog,TRUE,Mira,NS,2011,Early Spring
Two Rivers Tunnel,Groundhog,TRUE,Mira,NS,2010,Early Spring
Two Rivers Tunnel,Groundhog,TRUE,Mira,NS,2002,Early Spring
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2024,Early Spring
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2023,Early Spring
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2022,Late Winter
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2021,Early Spring
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2020,Late Winter
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2019,Late Winter
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2018,Late Winter
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2017,Early Spring
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2016,Late Winter
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2015,Late Winter
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2014,Early Spring
Mount Joy Minnie,Stuffed Groundhog,FALSE,Mount Joy,PA,2013,Late Winter
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2024,Late Winter
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2023,Early Spring
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2022,Late Winter
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2021,Early Spring
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2020,Early Spring
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2019,Early Spring
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2018,Late Winter
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2017,Early Spring
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2016,Late Winter
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2015,Early Spring
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2014,Late Winter
Dover Doug,Groundhog Mascot,TRUE,Dover,PA,2011,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2022,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2021,Early Spring
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2020,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2019,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2018,Early Spring
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2017,Early Spring
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2016,Early Spring
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2015,Early Spring
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2014,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2013,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2012,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2011,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2010,Early Spring
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2009,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2006,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2005,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2004,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2003,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2002,Late Winter
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2001,Early Spring
Sir Walter Wally (Retired),Groundhog,TRUE,Raleigh,NC,2000,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2024,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2023,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2022,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2021,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2020,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2019,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2018,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2017,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2016,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2015,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2014,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2013,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2012,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2010,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2009,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2008,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2007,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2006,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2005,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2004,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2003,Early Spring
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2002,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,2001,Late Winter
Woodstock Willie,Groundhog,TRUE,Woodstock,IL,1999,Early Spring
Woody,Groundhog,TRUE,Howell,MI,2024,Late Winter
Woody,Groundhog,TRUE,Howell,MI,2023,Early Spring
Woody,Groundhog,TRUE,Howell,MI,2022,Late Winter
Woody,Groundhog,TRUE,Howell,MI,2021,Late Winter
Woody,Groundhog,TRUE,Howell,MI,2020,Early Spring
Woody,Groundhog,TRUE,Howell,MI,2019,Early Spring
Woody,Groundhog,TRUE,Howell,MI,2018,Late Winter
Woody,Groundhog,TRUE,Howell,MI,2017,Late Winter
Woody,Groundhog,TRUE,Howell,MI,2016,Late Winter
Woody,Groundhog,TRUE,Howell,MI,2014,Late Winter
Woody,Groundhog,TRUE,Howell,MI,2013,Early Spring
Woody,Groundhog,TRUE,Howell,MI,2012,Early Spring
Woody,Groundhog,TRUE,Howell,MI,2011,Late Winter
Woody,Groundhog,TRUE,Howell,MI,2010,Late Winter
Woody,Groundhog,TRUE,Howell,MI,2008,Early Spring
Ernest,Skunk,TRUE,Saint-Félicien,QC,2020,Early Spring
Ernest,Skunk,TRUE,Saint-Félicien,QC,2019,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2024,Late Winter
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2023,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2022,Late Winter
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2021,Late Winter
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2020,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2019,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2018,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2017,Late Winter
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2016,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2015,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2014,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2013,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2012,Late Winter
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2011,Late Winter
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2010,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2009,Late Winter
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2008,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2006,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2005,Early Spring
Balzac Billy,Gopher Mascot,TRUE,Balzac,AB,2004,Late Winter
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2024,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2023,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2022,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2021,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2020,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2019,Late Winter
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2018,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2017,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2016,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2014,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2013,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2012,Early Spring
Beardsley Bart,Stuffed Prairie Dog,FALSE,Bridgeport,CT,2010,Early Spring
Cocalico Cal (Retired),Groundhog Mascot,TRUE,Ephrata,PA,2015,Early Spring
Cocalico Cal (Retired),Groundhog Mascot,TRUE,Ephrata,PA,2014,Early Spring
Cocalico Cal (Retired),Groundhog Mascot,TRUE,Ephrata,PA,2013,Early Spring
Ms. G,Groundhog,TRUE,Lincoln,MA,2024,Early Spring
Ms. G,Groundhog,TRUE,Lincoln,MA,2023,Early Spring
Ms. G,Groundhog,TRUE,Lincoln,MA,2022,Early Spring
Ms. G,Groundhog,TRUE,Lincoln,MA,2021,Early Spring
Ms. G,Groundhog,TRUE,Lincoln,MA,2020,Early Spring
Ms. G,Groundhog,TRUE,Lincoln,MA,2019,Late Winter
Ms. G,Groundhog,TRUE,Lincoln,MA,2018,Late Winter
Ms. G,Groundhog,TRUE,Lincoln,MA,2017,Late Winter
Ms. G,Groundhog,TRUE,Lincoln,MA,2016,Late Winter
Ms. G,Groundhog,TRUE,Lincoln,MA,2015,Early Spring
Ms. G,Groundhog,TRUE,Lincoln,MA,2014,Late Winter
Ms. G,Groundhog,TRUE,Lincoln,MA,2013,Late Winter
Ms. G,Groundhog,TRUE,Lincoln,MA,2012,Early Spring
Ms. G,Groundhog,TRUE,Lincoln,MA,2011,Early Spring
Ms. G,Groundhog,TRUE,Lincoln,MA,2010,Late Winter
Ms. G,Groundhog,TRUE,Lincoln,MA,2009,Early Spring
Ms. G,Groundhog,TRUE,Lincoln,MA,2008,Late Winter
Will and Wiley,Grizzly Bears,TRUE,Oklahoma City,OK,2022,Early Spring
Will and Wiley,Grizzly Bears,TRUE,Oklahoma City,OK,2021,Early Spring
Will and Wiley,Grizzly Bears,TRUE,Oklahoma City,OK,2020,Early Spring
Will and Wiley,Grizzly Bears,TRUE,Oklahoma City,OK,2019,Early Spring
Will and Wiley,Grizzly Bears,TRUE,Oklahoma City,OK,2018,Early Spring
Will and Wiley,Grizzly Bears,TRUE,Oklahoma City,OK,2017,Late Winter
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2024,Early Spring
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2023,Late Winter
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2022,Early Spring
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2020,Late Winter
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2019,Early Spring
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2018,Early Spring
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2017,Early Spring
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2015,Early Spring
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2014,Early Spring
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2012,Late Winter
Polk County Paula,Groundhog Mascot,TRUE,Des Moines,IA,2011,Early Spring
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2024,Early Spring
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2023,Late Winter
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2022,Early Spring
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2021,Early Spring
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2020,Late Winter
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2019,Early Spring
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2018,Early Spring
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2017,Late Winter
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2016,Late Winter
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2015,Early Spring
Patty Pagoda,Groundhog Mascot,TRUE,Reading,PA,2014,Late Winter
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2024,Early Spring
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2023,Early Spring
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2021,Early Spring
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2020,Late Winter
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2019,Late Winter
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2018,Late Winter
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2017,Early Spring
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2016,Late Winter
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2015,Early Spring
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2014,Early Spring
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2013,Late Winter
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2012,Early Spring
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2011,Early Spring
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2009,Late Winter
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2006,Late Winter
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2004,Late Winter
Susquehanna Sherman,Stuffed Groundhog,FALSE,Mount Wolf,PA,2003,Late Winter
Bitterroot Bill (Retired),Stuffed Yellow-Bellied Marmot,FALSE,Stevensville,MT,2017,Late Winter
Bitterroot Bill (Retired),Stuffed Yellow-Bellied Marmot,FALSE,Stevensville,MT,2015,Early Spring
Bitterroot Bill (Retired),Stuffed Yellow-Bellied Marmot,FALSE,Stevensville,MT,2013,Late Winter
Bitterroot Bill (Retired),Stuffed Yellow-Bellied Marmot,FALSE,Stevensville,MT,2012,Early Spring
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2024,Early Spring
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2023,Late Winter
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2022,Early Spring
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2021,Late Winter
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2020,Late Winter
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2019,Late Winter
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2018,Early Spring
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2017,Early Spring
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2016,Early Spring
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2015,Early Spring
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2014,Late Winter
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2013,Late Winter
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2012,Early Spring
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2011,Late Winter
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2010,Late Winter
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2008,Late Winter
Stormy Marmot,Stuffed Yellow-Bellied Marmot,FALSE,Aurora,CO,2006,Early Spring
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2022,Late Winter
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2021,Late Winter
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2020,Late Winter
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2019,Late Winter
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2018,Early Spring
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2017,Early Spring
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2016,Early Spring
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2015,Early Spring
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2014,Late Winter
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2013,Early Spring
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2012,Late Winter
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2011,Early Spring
Snohomish Slew,Bullfrog,TRUE,Snohomish,WA,2006,Late Winter
Big Al,Alligator,TRUE,Beaumont,TX,2024,Early Spring
Big Al,Alligator,TRUE,Beaumont,TX,2023,Late Winter
Big Al,Alligator,TRUE,Beaumont,TX,2022,Late Winter
Big Al,Alligator,TRUE,Beaumont,TX,2021,Late Winter
Big Al,Alligator,TRUE,Beaumont,TX,2020,Early Spring
Big Al,Alligator,TRUE,Beaumont,TX,2019,Late Winter
Big Al,Alligator,TRUE,Beaumont,TX,2017,Early Spring
Big Al,Alligator,TRUE,Beaumont,TX,2016,Late Winter
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2024,Early Spring
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2023,Early Spring
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2022,Early Spring
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2021,Early Spring
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2020,Early Spring
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2019,Late Winter
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2018,Early Spring
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2017,Early Spring
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2016,Late Winter
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2015,Late Winter
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2014,Late Winter
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2013,Late Winter
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2012,Late Winter
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2011,Early Spring
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2010,Late Winter
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2009,Late Winter
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2008,Early Spring
Grover the Groundhog and Sweet Arrow Sue,Stuffed Groundhog,FALSE,Pine Grove,PA,2007,Early Spring
Middlemiss Mike and family,Stuffed Groundhog,FALSE,Melbourne,ON,2024,Early Spring
Middlemiss Mike and family,Stuffed Groundhog,FALSE,Melbourne,ON,2023,Late Winter
Middlemiss Mike and family,Stuffed Groundhog,FALSE,Melbourne,ON,2022,Early Spring
Middlemiss Mike and family,Stuffed Groundhog,FALSE,Melbourne,ON,2021,Early Spring
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2021,Late Winter
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2020,Early Spring
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2019,Late Winter
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2018,Late Winter
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2017,Late Winter
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2016,Early Spring
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2015,Late Winter
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2014,Late Winter
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2013,Late Winter
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2012,Late Winter
Western Maryland Murray (Deceased),Groundhog,TRUE,Cumberland,MD,2009,Late Winter
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2021,Early Spring
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2020,Early Spring
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2019,Late Winter
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2018,Early Spring
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2017,Early Spring
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2016,Late Winter
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2015,Late Winter
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2014,Early Spring
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2013,Early Spring
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2012,Early Spring
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2011,Early Spring
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2010,Late Winter
Milltown Mel,Groundhog,TRUE,Milltown,NJ,2009,Late Winter
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2024,Early Spring
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2023,Late Winter
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2022,Early Spring
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2021,Late Winter
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2020,Early Spring
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2019,Early Spring
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2018,Early Spring
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2017,Late Winter
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2016,Late Winter
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2015,Early Spring
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2014,Early Spring
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2013,Early Spring
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2012,Early Spring
Chilly Charlie,Groundhog Mascot,TRUE,Woodstock,ON,2010,Early Spring
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2021,Early Spring
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2020,Late Winter
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2019,Early Spring
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2018,Early Spring
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2017,Late Winter
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2015,Late Winter
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2014,Late Winter
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2013,Early Spring
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2012,Early Spring
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2011,Late Winter
Essex Ed (Retired),Groundhog,TRUE,West Orange,NJ,2010,Late Winter
Chattanooga Chuck (Deceased),Groundhog,TRUE,Chattanooga,TN,2019,Late Winter
Chattanooga Chuck (Deceased),Groundhog,TRUE,Chattanooga,TN,2018,Late Winter
Chattanooga Chuck (Deceased),Groundhog,TRUE,Chattanooga,TN,2017,Early Spring
Chattanooga Chuck (Deceased),Groundhog,TRUE,Chattanooga,TN,2016,Early Spring
Chattanooga Chuck (Deceased),Groundhog,TRUE,Chattanooga,TN,2015,Late Winter
Chattanooga Chuck (Deceased),Groundhog,TRUE,Chattanooga,TN,2014,Late Winter
Chattanooga Chuck (Deceased),Groundhog,TRUE,Chattanooga,TN,2013,Early Spring
Chattanooga Chuck (Deceased),Groundhog,TRUE,Chattanooga,TN,2012,Early Spring
Chattanooga Chuck (Deceased),Groundhog,TRUE,Chattanooga,TN,2011,Late Winter
Chattanooga Chuck (Deceased),Groundhog,TRUE,Chattanooga,TN,2010,Late Winter
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2024,Early Spring
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2023,Late Winter
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2022,Late Winter
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2021,Early Spring
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2020,Early Spring
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2019,Late Winter
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2018,Early Spring
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2017,Early Spring
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2016,Late Winter
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2015,Late Winter
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2014,Early Spring
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2013,Late Winter
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2012,Late Winter
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2011,Late Winter
Fred la marmotte,Groundhog,TRUE,Val-d'Espoir,QC,2010,Late Winter
Flatiron Freddy,Stuffed Yellow-Bellied Marmot,FALSE,Boulder,CO,2024,Early Spring
Flatiron Freddy,Stuffed Yellow-Bellied Marmot,FALSE,Boulder,CO,2023,Late Winter
